@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny", FAKE
"Suspects In Paris Magazine Attack Killed, Market Gunman And 4 Hostages Also Dead", REAL
"Report: Trump Used Foundation Money to Launch Presidential Campaign", REAL
"Donald Trump is going to win: This is why Hillary Clinton can’t defeat what Trump represents", REAL
"Gov. Kasich enters GOP White House race touting 'skills and experience'", REAL
"Boaty McBoatface II? P&O bravely asks the public to name its new ferry", FAKE
"Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’", FAKE
"TOP DEMOCRATIC DONOR: BLACKS ARE “SERIOUSLY F***ED IN THE HEAD”", FAKE
"Two More Hollywood Films For Men That Leave Today’s SJW Movies In The Dust", FAKE
"Schools All Over America Are Closing On Election Day Due To Fears Of Violence", FAKE
"RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over", FAKE
"2016 campaign takes strange twists after Orlando", REAL
"The secret plot behind the creation of ISIS", REAL
"Cheyenne River Sioux Chairman Brings Pipeline Opposition to Meeting With President Obama", FAKE
"Capitalism Is Doomed — Without Alternatives, So Are We", FAKE
"McCarthy withdraws from speaker race, vote postponed", REAL
"After Kim Davis is jailed, marriage license issued", REAL
"Iowa nightmare revisited: Was correct winner called on caucus night?", REAL
"'Basket of deplorables': For once, Hillary told the truth about what she really thinks", REAL
"Truth Will Out Radio: The Laconia Incident", FAKE
"Gay man finds it in himself to tolerate religious person", FAKE
"New poll finds 9 in 10 Native Americans aren’t offended by Redskins name", REAL
"#BlackLivesMatter: Why movement is its own worst enemy", REAL
"Here’s PROOF The Gold Price is Based On Cost, Not Supply and Demand", FAKE
"Clinton, under fire for oil and gas donations, once hit Obama for same reason", REAL
"The Daily 202: How Democrats are dominating early voting in Nevada", REAL
"Boehner 'baffled' by Israeli spying report", REAL
"Political polarization is what paralyzes us - The Boston Globe", REAL
"Bernie's not-so-secret-weapon", REAL
"Hillary Clinton’s Gun Control Agenda Exposed in WikiLeaks Emails", FAKE
"Cruz Touts Himself as Only Viable Conservative in Race | RealClearPolitics", REAL
"India is building millions of toilets, but that’s the easy part", REAL
"Why America might elect a president it doesn't like", REAL
"GOP establishment stares into the abyss", REAL
"Restaurant Chain Tim Hortons Blocks Independent Journalist’s Website on WiFi", FAKE
"Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee", FAKE
"Standing Rock Protests: Police Turn In Badges Rather Than Incite Violence", FAKE
"Why The Obamacare Doomsday Cult Can't Admit It's Wrong", REAL
"Gloves off for top tier in GOP race after debate", REAL
"Why did Mexico invite Donald Trump for a visit? (+video)", REAL
"Cruz camp responds to Rubio Photoshop flap, brushes off criticism", REAL
"Nine dead, 18 wounded after Texas biker gang shootout (+video)", REAL
"Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real", FAKE
"Republicans discussed possibility of brokered convention", REAL
"Former Facebook staffers say conservative news is deliberately suppressed", REAL
"Chattanooga shooting proves it's time to arm our Armed Forces", REAL
"Hillary Clinton should proactively set out ethics rules", REAL
"No charges after new review of Hillary Clinton emails – FBI director", FAKE
"Protesting Donald Trump’s Election, Not Wars, Surveillance, or Deportations", REAL
"Abortion bill dropped amid concerns of female GOP lawmakers", REAL
"Barack Obama, President Oh-bummer", REAL
"The Loosening Grip", FAKE
"Cruz and Kasich form an alliance: Is that fair? (+video)", REAL
"Report on hiring, quits brightens labor market picture", REAL
"Sabotaging Common Core", REAL
"Many Clinton charity donors also got State Department awards under Hillary", REAL
"White House counsel reportedly kept in dark on Clinton’s personal email use", REAL
"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo", FAKE
"The GOP Is Dying Off. Literally.", REAL
"Parsing Biden's words: If Hillary runs, he won't - Politics.com", REAL
"Clinton policy on Syria would lead to WW III: Trump", FAKE
"Pope Francis arrives in New York City for second stop on US trip", REAL
"New Yorkers fight to overturn ballot selfie ban", FAKE
"The Modern History of Rigged US Elections", FAKE
"South Carolina Black Voters Not Feelin’ the Bern", REAL
"Workplace Violence or Terrorism? CA Massacre Probe Unfolds", REAL
"Sinjar: Kurds try to retake key Iraqi town from ISIS", REAL
"Who Lost Iraq?", REAL
"With rise in polls, Cruz becomes potential Trump target in Tuesday's GOP debate", REAL
"Escaped killers' ride backed out, source says", REAL
"Prowling Amur tiger nabbed near Vladivostok", FAKE
"Donald Trump's Stunning Upset", REAL
"Arianna Huffington Exposed Colluding With DNC in New WikiLeaks Emails", FAKE
"FBI reopens Hillary investigation – with evidence from Anthony Weiner sexting scandal", FAKE
"David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots", FAKE
"WATCH: Mass Shooting Occurs During #TrumpRiot, Media Ignores (Video)", FAKE
"Emma Watson Urges US Women to Consider Gender Equality Nov 8, Gets Massive Wake-Up Call on Facebook", FAKE
"Police arrest 141 in crackdown on North Dakota pipeline protesters", FAKE
"Trump’s misleading claim that 58 percent of black youths are unemployed", REAL
"AT&T sold access to customer data to law enforcement – report", FAKE
"Just When You Thought It Was Safe To Swim, Scientists Discovered A Two-Headed Shark", FAKE
"Polarization Vortex: Obama, Bush Approval Shows Widest Partisan Gap", REAL
"Beyond Syria and Iraq: ISIS is losing ground around the world", REAL
"The GOP’s nuclear option for Donald Trump: Why the only way to beat him is so scary", REAL
"The GOP’s ludicrous Kim Davis primary: How raging homophobia took the Republican campaign by storm", REAL
"Obama Throws Hillary Clinton Under The Bus, Supports Director Comey", FAKE
"What I Learned Watching 15 Hours of Cruz Family Videos", REAL
"Trump Mocks Biden's Dare To Take Him 'Behind the Gym'", FAKE
"GOVERNMENT HIDING UNPRECEDENTED TB INFECTION RATES AMONG RELOCATED REFUGEES", FAKE
"Democratic convention: passionate end to day one steadies early drama", REAL
"Evangelical Leader: Trump Campaign Broken from the Inside", REAL
"Comment on “Isolated Incident” Every Police Dept in America Failed to Meet Minimum Standard for Use of Force by Isaid Dilligaf", FAKE
"DOJ COMPLAINT: Comey Under Fire Over Partisan Witch Hunt For Hillary (TWEETS/VIDEO)", FAKE
"US Military on Ground in Syria Training Opposition for Raqqa Operation", FAKE
"Al Qaeda leaders say group near collapse amid rise of ISIS, report claims", REAL
"Twitter has been looking into the future: read the best 16 predictions", FAKE
"BREAKING : Hillary Campaign Manager Deletes his Entire Twitter Timeline – TruthFeed", FAKE
"Poll Finds Americans' Support For Police Highest In Nearly 50 Years", FAKE
"10 things Trump could (but probably won't) change to win next debate", REAL
"Why would anyone want to be Trump or Clinton’s VP?", REAL
"Debate: NATO's eastward expansion", FAKE
"US abstains from UN vote calling for end to Cuban embargo", FAKE
"Punishment Is Violent And Counterproductive", FAKE
"GOP still party of stupid: Scott Walker, Fox News and why 2016 hopefuls must appease wingnut base on evolution", REAL
"Motive elusive in deadly San Bernardino rampage as FBI takes over probe", REAL
"One of the Most Undervalued Storable Survival Foods", FAKE
"Unrelenting Ferguson protests pushed year of national change", REAL
"Cable news is in trouble, and it’s more about the news than the cable", REAL
"How Planned Parenthood could shut down the government", REAL
"Is Donald Trump Really, Finally Falling Apart?", REAL
"5 Questions That Now Loom Over Tonight's Debate", REAL
"Former GOP Representative Calls For Armed Insurrection (VIDEO)", FAKE
"Latino Vote Poll: Some Would Consider A Republican In 2016", REAL
"Statistical Tie: Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left", FAKE
"Robert Vaughn dies after hearing Trumphole wins", FAKE
"Iraq’s Skies Darken as Islamic State Torches Oil", FAKE
"Stuff in the News That No One Is Talking About Because of the Election", FAKE
"Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis", FAKE
"Supreme Court Readies Blockbuster Rulings", REAL
"GOP braces for Trump loss, roiled by refusal to accept election results", REAL
"NAZI Flying Saucers & A Permanent Base in Antarctica", FAKE
"Donald Trump rages against the machine", REAL
"Mavs Fans Got Mad At Mark Cuban For Bashing Trump. His Response Is Perfect", FAKE
"Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater", FAKE
"A Transformational November of Taking a Stand", FAKE
"UFO over the East Valley here in AZ last night.", FAKE
"Supreme Court, Trump engulf Capitol Hill", REAL
"Clinton Picks Up The First Major Labor Endorsement Of 2016", REAL
"Mitt Romney Was Right: To win in 2016, here's what Republicans must do now", REAL
"Clinton clinches Democratic nomination – Sanders vows to fight on", REAL
"A Hillary Win Will Be Google’s Win of Everything", FAKE
"Trump shakes up campaign, prepares to roll out long-awaited ads", REAL
"Ted Cruz victory shows GOP's impossible conundrum (+video)", REAL
"Google And God", FAKE
"No, Russia Is Not ‘Isolated’ Or The ‘Enemy’", FAKE
"Morning Plum: Get ready for another ideological death struggle, this time over climate", REAL
"Will interest rates go up? Five things to expect", REAL
"Extreme weather to cause extreme food shortages, task force finds", REAL
"Cruz confronts pro-Trump protesters in Indiana: ‘He’s taking advantage of you’", REAL
"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source", FAKE
"Is The Republican Party On The Verge Of A Historic Crackup?", REAL
"The Limitations of Randomised Controlled Trials", FAKE
"Behind anti-Trump protests, worries that America's promise has dimmed (+video)", REAL
"Intelligence report commissioned by White House says ISIS not contained", REAL
"Opinion: Hillary Clinton, a mistake for 2016 - .com", REAL
"Social Media Blackout? FBI Emails Are Not ‘Trending’ On Twitter, Facebook, Buzzfeed, Or Snapchat", FAKE
"Why conservatives refuse to believe Obama is Christian", REAL
"In Jamaica, Obama indicates that he will remove Cuba from terrorism list", REAL
"New Lunar Craters Mystery | Space News", FAKE
"The Battle at UNESCO", FAKE
"October Shocker: FBI Has Explosive Information on Trump Conspiring With Putin", FAKE
"Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI", FAKE
"The Hatred that Trump’s Lies will Leave Behind", FAKE
"Obama says charges he's anti-Semitic are hurtful", REAL
"New York restores order for 2016 front-runners", REAL
"UPLIFTING: Anaheim Ducks Honor Bomb Detection K9 During ‘Military Appreciation Night’", FAKE
"TRUTH: No Apartheid in Israel, Says Black South African Politician", FAKE
"The GOP front-runner? It's not Jeb Bush", REAL
"Anti-Hillary Ad is so Powerful She’s SUING to Get it Taken Down – WATCH Before It’s Too Late!", FAKE
"WIKILEAKS BOMBSHELL : Chelsea Clinton Used Foundation CHARITY Money for Her LAVISH Wedding and “Life” – TruthFeed", FAKE
"WikiLeaks Revelations Leave The Federal Emperor Wearing No Clothes", FAKE
"Paris Migrant Campers Increase after Calais Is Shut", FAKE
"Kerry tells Capitol Hill critics of Iran nuclear deal to 'hold their fire' until final deal", REAL
"Paris Tragedy Could Shake Up 2016 Race", REAL
"White House facing rocky legal road on immigration", REAL
"Clinton and Sanders neck and neck in California primary", REAL
"Deep Fried Offshore", FAKE
"Taking Calcium Supplements Causes Brain Lesions", FAKE
"Rand Paul shreds Ted Cruz over his showboating antics: “He is pretty much done for”", REAL
"Iran nuclear talks: 'Tricky issues' remain, Kerry says", REAL
"Britain No Longer a Sovereign Democracy", FAKE
"Jimmy Carter offers help for Russia’s bombing campaign in Syria", REAL
"Hillary Clintons election fraud finally exposed. California stolen from Bernie Sanders!", FAKE
"Life: 7 Incredible Animal Mating Rituals", FAKE
"Trump in Vegas, Phoenix: Illegals 'Wreaking Havoc on Our Population'", REAL
"Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?", FAKE
"Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order", REAL
"Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence", FAKE
"Trump campaign shake-up", REAL
"Search continues for wreckage from EgyptAir flight as officials probe links to terror", REAL
"Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria", FAKE
"Fiorina rejects idea of 'affirmative action' in CNN debate change", REAL
"America’s white fragility complex: Why white people get so defensive about their privilege", REAL
"Now it is USA Today Lying to us that the Anti-Trump Protests are Spontaneou", FAKE
"Aristocracy’s Immunity From Prosecution Disturbs TARP’s I.G.", FAKE
"What to watch at 's key Clinton-Sanders debate in New York", REAL
"2nd New York prison worker charged in killers' escape", REAL
"Hillaryous! Huckabee Compares Clintons to THESE Famous Mobsters.", FAKE
"Feds: 275,000 born to illegals in 1 year", FAKE
"The math is with Hillary: She’s surging in the polls — and many Republicans are in denial", REAL
"Mulling 2016 run, Biden speaks with top labor leader", REAL
"Cruz copying me on border wall, Trump says", REAL
"Rubio called Trump a dangerous ‘con man.’ Now he says Trump should be president.", REAL
